text,class
request  every  person  would  like  see  better  society  vote  ysrcp,pos
bhyderabad  telugu  actor  comedian  ali  joins  ysrcp  presence  president  ys  jaganmohan  reddy,pos
bcbn  ran  oppressive  regime  treated  people  enemies  ysrcp  usher  new  govt  leadership,neg
send  defeat  return  gift  times  india  via,neg
bmassive  shock  tdp  devineni  sibling,neg
bsuch  shame  anna\nas  dongala  tho  kalisi  meeru  mee  credibility  pogotukuntunnaru,neg
bhyderabad  mar  (gccurrentaffairs)  popular  film  comedian  ali  joined  ysr  congress  (ysrcp),pos
kick  bloody  called  national  hindi  south  india  vote,neg
telugu  actor  comedian  joins  presence  president  ys  jaganmohan  reddy,pos
bi  spoken  local  cadre  tdp  ysrcp  janasena\n\nall  said  shocked  came,neg
time\nelection  structure\nnotification  march\nnomination  last  date  march  \nnomination  withdrawal,pos
"lord  ganesha\s  blessings   ""ysrcp ""  \leader\  shree  jagan  mohan  reddy",pos
criticalbrain  ali  popular  film  actor  joined  ysrcp\n\nfor  surprise\n)he  met  cbn  jagan  pawan\n)tdp  joining  almost,pos
\nuse  throw  view\n\n  lo  film  actors\nrajavijay  anandh\n\nin  \n\nalikrishnuduprudvi\nall  best,pos
|  telugu  actor  comedian  ali  joins  ysrcp  presence  president  ys  jaganmohan,pos
|  telugu  actor  comedian  ali  joins  ysrcp  presence  president  ys  jaganmohan,pos
meet  mr  ashok  garu  retired  irs  employee  probably  ysrcp  kakinada  mp  candidate  wishing  good  luck,pos
mlas  declared  criminal  mlas  declared  criminal  cases\nout  mlas  members,neg
agree  bro  selective  casteism  ap  causes  win  people  losing,pos
want  vote  corruption  like,pos
welcome  ali  garu,pos
mlas  declared  criminal  mlas  declared  criminal  cases\nout  mlas,neg
viral  hell  spread  videos  (audiovideo)  every  nook  corner,neg
congrats  power  year,pos
ysrc  &amp  jagan  anna  please  meetings  around  amaravati  dreamed  capital,pos
yes  chandrababu  corruption  son  brandambesdar,pos
agree  called  blind  mind  set  believe,neg
thank  early  reply  sir  hope  people  wont  miss  credible  leaders  like,pos
really  sir  babu  waste  gadu,neg
bthanks  giving  publicity  appreciate  ur  much  ur  may  rd  ys  jagan  wl,pos
welcome  alie  anna,pos
lost  original  voter  id  cardhow  get  original  voter  id  card,pos
bwhen  independent  new  agencies  tweet  news  opposition  responsible  citizen  please  like  \n\nit  sends,pos
ha  ady  ly  bromay,pos
bi  win  mla&ampmp  seats  cleanship  andrapradesh  \nthumma  mallesh  (sama  samaaja  pari  rashkana,pos
ok  mp  candidate  idea  bro,pos
super  strong  seats  expect  cheyyochu,pos
anna  please  send  cadre  every  house  let  check  instantly  web  site,pos
bone  one  number  one,pos
jagan  corrupt  also  caught  camera  asking  money  assuring  political,pos
help  one  valid  reasony  one  vote  failed  student,neg
help  one  valid  reasony  one  vote  failed  student,neg
serve  people  definitely  give  chance  otherwise  possible,pos
days  elections  dear,pos
going  boomerang  games  well  understood,pos
running  fan  hours,pos
welcome  ali  garu,pos
welcome  sir,pos
constituency  wise  profile  pic  candidate  symbol  release,pos
vote  fan,pos
congrats  followers  bro,pos
bconstituency  wise  profile  pic  candidate  symbol  release,pos
"b ""please  dont  go  want  save  democracy",neg
worst  government,neg
btoday  annaya  good,pos
bdays  motivated,pos
best  garu  april  election  leaders  &amp  cadres  take  navaratnaalu  &amp,pos
working  president  pls  look,pos
get  ready  warriors  timeno  restwork  hardcampaign  every  located  talk  neutral  people  tell,pos
bget  ready  warriors  timeno  restwork  hardcampaign  every  located  talk  neutral  people,pos
bget  ready  warriors  timeno  restwork  hardcampaign  every  located  talk  neutral  people,pos
ycp  next  real  next  real  hero  ysjagan  real  hero  next  cm  next  ycp  real,pos
sure  bro  also  work  day  night  jagan  anna  elections  complete,pos
seriously  joke  surveys  like  etc  predict  either,pos
dear  bhai\n\nyou  telangana  andhra  respectively,pos
bthe  supremo  asked  people  state  exercise  vote  get  names  enrolled,pos
bdear  bhai\n\nyou  telangana  andhra  respectively,pos
ysr  fan  nijsp,pos
instead  banning  accepted  criticism  improved  performance,pos
go  \ntime  defeat  fascist  regime  \ntime  end  dictatorship,neg
war  ap  \none  sided  \nppl  decided  vote  years  back  big  way  \nno,neg
nice  song,pos
ap  saved  jagan  anna  corruption  babu  thats,pos
vote  fan,pos
super  song,pos
nice,pos
super,pos
good  song,pos
superb,pos
super,pos
best  jagan  bhai,pos
yes  correct,pos
super  song,pos
nice,pos
vote  fan,pos
like,pos
super,pos
hard  work,neg
like,pos
best  garu  april  election  leaders  &amp  cadres  take  navaratnaalu  &amp,pos
brequesting  give  give  mpmla  seats  candidates  join  last  minute,pos
role  kcr  want  play  ap  except  destroying  ap  state  siphoning,neg
get  ready  warriors  timeno  restwork  hardcampaign  every  located  talk  neutral  people,pos
bgo  \ntime  defeat  fascist  regime  \ntime  end  dictatorship,neg
telugu  actor  comedian  ali  joins  presence  president  ys  jaganmohan,pos
cvoter  survey  maro  sari  flop  avvabotundijsp  get  mp  seats  pakka,neg
bviral  hell  spread  videos  (audiovideo)  every  nook,neg
sure  bro  also  work  day  night  jagan  anna  elections,pos
hope  ys  jagan,pos
good  decision  \none  seat  confirmed  garu  \nif  fellow  given  guntur  ticket,pos
"dont  want  corrupt  leader\n\nwe  need  correct  leader  cbn  ap """,neg
ball  best  ali  sure  shot  win  think,pos
cvoter  survey  said  tdp  win  one  reliable  surveyany  ideas,pos
time  dont  miss  target,pos
humble  request  kadiri  voter  regarding  contesting  candidates  please  proper,pos
pity  mr  ali,neg
vote  tdp  lost  andhra  pradesh,neg
super  song,pos
super  song,pos
vote  fan,pos
telugu  actor  comedian  ali  joins  presence  president  ys  jaganmohan  reddy,pos
welcome  ysrcp  ali  gaaru  great  see  political  king  jagan  anna,pos
nice,pos
bbest  wishes,pos
thank  ali  garu  joining  &amp  unconditionally  without  contesting,pos
fan  vote  yeddam  jagan  anna  nu  cm  cheddam,pos
welcome  shridadi  veerabhadrarao  garu,pos
bis  joke  asking  people  check  name  electoral  list  (it  alleged,pos
"enti  reasonvideo  play  cheyyalenu  im  inofce """,pos
pk  ask  ali  friend  pk  without  contesting  election,pos
best  jagan  bhai,pos
jagan  real  hero,pos
welcome  ali,pos
jagan  real  hero,pos
super,pos
superb,pos
please  play  song  going  pracharamjai  jagan,pos
bali  joins  ysrcp  comedian  ali  speaks  media  joining  ycp  |,pos
nice  song,pos
nice  song,pos
super,pos
love  song  jai  jagan,pos
bsurprise  package  super  sir  meeru  super  anthe,pos
"avakasavadhi  evarante  thats  ali  cunning  fellow  janasena  via  tdp  finally  ycp  worst  fellow """,neg
best  luck  ali  sir,pos
ball  best,pos
bexactly  one  month  today  biggest  battle  year  happen  think,neg
good  song,pos
welcome  ysrcp,pos
welcome  ysrcp,pos
best  friend  comedian  ali  joined  today  presence,pos
nice,pos
super  song,pos
super,pos
say  rowdyism  \nsay  slavery  \n\nbring  revolution\nfuture  years\n\ncaste  vote,neg
dialogues  like  ee  sodhi  matalu  vale,pos
best  luck  brother  win  surely  thumping  majority,pos
vote  fan,pos
campaign  future  freedom,pos
friend  chief,pos
bthe  war  ap  \none  sided  \nppl  decided  vote  years  back  big  way,neg
hard  work,neg
bget  ready  warriors  timeno  restwork  hardcampaign  every  located  talk  neutral  people,pos
super,pos
vote  fan,pos
wish  best  andhra  pradesh,pos
ap  saved  jagan  anna  corruption  babu  thats,pos
super  jaijagan,pos
hope  ys  jagan,pos
super  jaijagan,pos
jai  jagan  vote  fan,pos
"b ""this  time  dont  miss  target",pos
jai  jagan  vote  fan,pos
happy,pos
nice  song,pos
vote  fan  \nysrcp,pos
whats  ec  faulty  list,neg
whats  ec  faulty  list,neg
"b ""pks  best  frnd  famous  comedian  ali  joining  hands",pos
vote  fan  \nysrcp,pos
vote  fan,pos
nice  song,pos
nice,pos
voter  republic  tv  okate  prediction  bro  tdp  win  ani,pos
chandrababu  deceived  people  ap  fulfilled  plus  election  promises,pos
criminal  corruption  sympathykutra  years  nunchi  oka  person  opposition  lo  unte  throwing  mud,neg
chandrababu  promised  loan  waivers  farmers  dwcra  women  also  promised  jobs  unemployedhe,pos
chandrababu  naidu  failed  keep  word  people  hence  tdp  election  manifesto  removed,neg
dont  worry  bro  evm  midha  candidates  photo  vesthumaru  ee  elections,pos
\n\nget  ready  andhra  pradesh  new  era  welfare,pos
vote  fan\nvote  freedom  \nvote  future,pos
bvote  fan\nvote  freedom  \nvote  future,pos
bchandrababu  deceived  people  ap  fulfilled  plus  election  promises,pos
bchandrababu  promised  loan  waivers  farmers  dwcra  women  also  promised  jobs,pos
bchandrababu  naidu  failed  keep  word  people  hence  tdp  election  manifesto,neg
bjumping  leaders  ki  ground  level  ardam  ayindi  sari  aa  ani  winning  ani,pos
hard,neg
voter  registration  easy  firsttimers  well  wanting  accommodate,pos
voter  registration  easy  firsttimers  well  wanting  accommodate,pos
ball  best,pos
one  chance  better  future,pos
kick  bloody  called  national  hindi  south  india  vote  strong  leaders  state,pos
battle  aprilbe  ready,neg
bone  chance  better  future,pos
bap  needs  special  category  status  ap  needs  big  bargainer,pos
bwe  kick  bloody  called  national  hindi  south  india  vote  strong  leaders,pos
welcome  ysrcp  family,pos
welcome  gaaru,pos
welcome  gaaru,pos
welcome  gaaru,pos
trending  top,pos
welcome  gaaru,pos
welcome  gaaru,pos
welcome  gaaru,pos
battle  aprilbe  ready,neg
trending  top,pos
people  ap  \nthis  elections  choose  wisely  \nvote  credibility  \nvote  progress  \nvote,pos
one  package  enjoy  realistic,pos
johar  ysrgive  chance  son  great  drrajasekhar  reddy  garu,pos
bgive  one  chance,pos
bget  ready  month  fun,pos
overall  wellbeing  siciety  going  take  care  every  aspect  women  safety,pos
memu  chepedi  ade  one  side  elections  ani\n\n  ysrcp  clean  sweep  absolute,pos
johar  ysrgive  chance  son  great  drys  rajasekhar  reddy,pos
memu  chepedi  ade  one  side  elections  ani\n\n  ysrcp  clean  sweep  absolute,pos
bjohar  ysrgive  chance  son  great  drys  rajasekhar  reddy,pos
bjohar  ysrgive  chance  son  great  drrajasekhar  reddy  garu,pos
lets  give  chance  jagan,pos
"b ""why  silence  many  years  worked  bjp  years  plz  comment  stays  sc  dont  play  cheap",neg
bjohar  ysrgive  chance  son  great  drrajasekhar  reddy  garu,pos
brightly  said  sir,pos
garu  best  youwe  waiting  moment  last  five  years  pray,pos
bmrlokesh  bill  value  parkhyatt  hotel  family  stayed,pos
bthis  come  interest  also  ladies  gone  defaulters  due  elections,pos
hope  ap,pos
ready,pos
"blord  ganesha\s  blessings   ""ysrcp ""  \leader\  shree  jagan  mohan  reddy",pos
bget  ready  warriors  timeno  restwork  hardcampaign  every  located  talk  neutral  people,pos
ball  best  anna,pos
bwe  ready,pos
bpeople  ap  \nthis  elections  choose  wisely  \nvote  credibility  \nvote  progress,pos
bonly  hope  ap,pos
bcountdown  \nvote  fan,pos
best  elections  campaign  annabit  tensedno  problem  victory  yoursbe,pos
finally  election  date  april  th  fan,pos
bfinally  election  date  april  th  fan,pos
want,pos
bwe  want,pos
jai  vote  fan  th  april,pos
bjai  vote  fan  th  april,pos
ball  best  elections  campaign  annabit  tensedno  problem  victory  yoursbe,pos
bbattle  aprilbe  ready,pos
bright,pos
bbattle  aprilbe  ready,pos
mindset  clearly  explained,pos
ys  jagan  hard  settle  anything  less  ap  special  category  status,pos
bthe  hard,neg
bys  jagan  hard  settle  anything  less  ap  special  category  status,pos
fee  reimbursement  comprehensive  fee  reimbursement  scheme  line  late  cm  ysrs  vision  plus  complete  fee,pos
ban  alcohol  ysrcp  promises  put  place  ban  sale  alcohol  across  state  three,neg
think  fake  twitter  trends  would  help  next,neg
welcome  shridadi  veerabhadrarao  garu,pos
bdo  think  fake  twitter  trends  would  help  next,neg
wow  request  ravi  prakash,pos
exclusive  video  briefed,pos
salute  every  mother  wife  daughter  sister  presence  makes  lives  happier  peaceful  better  every  way,pos
"b ""guys  fake  account  tdp  fake  handle  \n\nsuch  shame  tdp  using  womens  name",neg
bys  jagan  mohan  reddy  true,pos
vision  womens  empowerment  impeccable,pos
vision  womens  empowerment  impeccable,pos
ready,pos
bsenior  actress  set  join,pos
leave  join  \nsoon  meet  leader  opposition  ysrcp,pos
join,pos
hey  strong  proofs  go  submit,pos
another  website  followers  please,pos
hey  strong  proofs  go  submit,pos
time  please  watch  hyderabad  commissioner  live  press  meet,pos
bfake  likes  &amp  fake  tweets,neg
makes  us  thingsand  making  day  day  strength  responsibility,pos
real  face  people  always  get  worst  ways  mid  slinging,neg
real  face  people  always  get  worst  ways  mid  slinging,neg
opposition  leader  relentless  fight  vizag  railway  zone  dream  came,neg
makes  us  thingsand  making  day  day  strength  responsibility,pos
bmrlokesh  tdp  data  public  data  illegal  crime  hold  data  given,neg
vote  fan,pos
\nbig  shock  tdp  \nformer  narasaraopet  mp  guntur  west  mla  modugula  venugopal  reddy  join  ysrcp  tomorrow,neg
ys  jagan  hero,pos
guntur  west  mla  modugula  venugopal  reddy  resigned  tdpto  join  ysrcp  soon,pos
bguntur  west  mla  modugula  venugopal  reddy  resigned  tdpto  join  ysrcp  soon,pos
prof  dont  deserve  talk  tvs  youtube  like  money,pos
dear  plz  take  serious  action,pos
bvote  fan,pos
day  sons  criminal  activities  increasing  telugu,neg
tweet  number  \ni  proud  say  tweets  welfare  people  exposing,pos
"b ""no  prof  dont  deserve  talk  tvs  youtube  like",pos
ball  one  package  enjoy  realistic,pos
bthis  tweet  number  \ni  proud  say  tweets  welfare  people,pos
minister  lokesh  resign  failing  duty,neg
day  sons  criminal  activities  increasing,neg
making  way  \n\nap  people  happy  dynamic  leadership  gonna  take,pos
yes  madam  credibly  andhra  pradesh  people  ysrcp,pos
amma  vodi  view  encourage  families  schoolgoing  children  ysrcp  promises  provide  rs  towards,pos
homes  poor  year  ysrcp  promises  build  lakh  homes  poor  permanent  &amp  registered  name,neg
andhra  pradesh  battle  versus  battle  statement  picked  ap,neg
bsir  plz  pay  amount  years  also  manifesto  elections  people,neg
ap  special  statusit  get  industrial  benefits  example  company  going  establish,pos
byears  back  (before  note  vote  case  front  harikrishna  death  body)  babumodipavankcr,neg
mr  \ndata  breach  &amp  fraud  guise  regular  company,neg
bhomes  poor  year  ysrcp  promises  build  lakh  homes  poor  permanent  &amp  registered  name,neg
bban  alcohol  ysrcp  promises  put  place  ban  sale  alcohol  across  state  three,neg
"b ""fee  reimbursement  comprehensive  fee  reimbursement  scheme  line  late  cm  ysrs  vision  plus  complete  fee",pos
bamma  vodi  view  encourage  families  schoolgoing  children  ysrcp  promises  provide  rs,pos
stop  illegal  arrests  harassing  social  media  activists  shame  governance,neg
many  projects  nearly  completed  dr  ysr  shelved  untimely  demise  successive  congress,pos
assurance  farmers  ap  jagan  vows  fulfill  dream  dr  rajasekhar  reddy,pos
openly  questions  moral  ground  resigned  stayed  cm  despite  caught  redhanded,neg
sir  plz  take  issue  ec  supreme,pos
thats  vision  commitment  jagan  always  possess\nwe  like  vision,pos
bmr  \ndata  breach  &amp  fraud  guise  regular  company,neg
bstop  illegal  arrests  harassing  social  media  activists  shame  governance,neg
yes  political  world  gave  postdated  cheques  elections  \nyes  politician  world,pos
answer  congress  clear  openly  saying  trust  noone  ap,pos
yes  rd  law  already  applying  andhra  government  misuses  police,pos
also  sir\nthe  war  (tdp  jsp  yellow,neg
yes  political  world  gave  postdated  cheques  elections  \nyes  politician,pos
also  sir\nthe  war  (tdp  jsp  yellow,neg
bsir  plz  take  issue  ec  supreme,pos
yes  rd  law  already  applying  andhra  government  misuses,pos
furure  hope,pos
"b ""in  andhra  pradesh  battle  versus  battle  statement  picked",neg
openly  questions  moral  ground  resigned  stayed  cm  despite  caught  redhanded,neg
thank  much  assurance  sir,pos
answer  congress  clear  openly  saying  trust  noone  ap  lost,pos
answer  congress  clear  openly  saying  trust  noone,pos
answer  congress  clear  openly  saying  trust  noone,pos
answer  hate  campaigns  fake  news,neg
british  national  poll\nwho  greatest  british  brexit  liar  ever  please,pos
ensure  nd  ur  family  members  names  included  list  ensure  come  vote  april,pos
british  national  poll\nwho  greatest  british  brexit  liar  ever  please,pos
imo  ycp  form  govt  around  assembly  seats  wish  ycp  score,pos
chandra  babu  naidu  failed  use  funds  appropriate  way  able  develop  state  andhra,neg
bensure  nd  ur  family  members  names  included  list  ensure  come  vote,pos
one  goal  fan  get  power,pos
\nin  schorching  summer  heat  better  ride  cycle  might  sunstroke  &amp  cycle  may  even  get  punctured,pos
thanks  bro,pos
thanks  bro,pos
nareshsir  gave  word  stand  thatdont  worry  mp,neg
fan  god\n\nget  \n\nabsolutely  free  book,pos
ready,pos
dear  andhrites\nplease  ensure  long  weekend  polling  dates  spent  ap  go  &amp  vote\n\nits  matter,pos
lies\nno  fake  propaganda\nno  photoshopped  images\nno  data  breach\nno  corruption\nno  land,neg
bplease  give  chance  jagan  anna  regain  ysr  leadership,pos
telugu  people  regional  good  going  telugu,pos
feraind  doubts  \n\nno  sir  sounds  loud  louder  clear,pos
due  surplus  energy  separation  central  govt  picking,pos
wishes  three  advance  \n\ncongratulations  one  \n\nthanks  services  second,pos
jagan  anna  today  speechfull  attack  mode,neg
jagan  anna  today  speechfull  attack  mode,neg
win,pos
bmy  wishes  three  advance  \n\ncongratulations  one  \n\nthanks  services  second,pos
need  change  lets  give  one  chance  ),pos
disastrous  years  govt  lies  fools  ap  &amp  people  drop  hat  without  even  batting,neg
bvote  fan,pos
\nin  schorching  summer  heat  better  ride  cycle  might  sunstroke  &amp  cycle  may  even  get,pos
sir  reslove  village  problem  remain  life  long,neg
number  one  reason  defeat  tdp,neg
due  surplus  energy  separation  central  govt,pos
bplease  ensure  enroll  vote,pos
welcome  schedule  announced  election  commission  optimistic  people  large,pos
lies\nno  fake  propaganda  \nno  false  assurances\nno  tdp,neg
highlight,pos
propaganda  around  capital  jobs  everyone  polavaram  &amp  much  falsehood,neg
bthere  wonder  calling  trying  ap  people  fake,neg
fan  god\n\nget  \n\nabsolutely  free  book,pos
bferaind  doubts  \n\nno  sir  sounds  loud  louder  clear,pos
bafter  disastrous  years  govt  lies  fools  ap  &amp  people  drop  hat  without  even  batting,neg
like  said  checked  vote  since  believe,pos
give  chance  era  new  age  politics,pos
btdp  promise  delivering  drinking  water  tap  connections  restricted  promise,pos
ba  sustainable  framework  employment  must  include  job  creation  strategy\n\ncbn  failed  miserably  provide,neg
vote  development  vote  strong  &amp  stable  govt,pos
welcome  ali  garu  ),pos
thankful  given  first  vote  andhra  pradesh  oust,pos
wish  best,pos
jagan  brings  jobs  ap  trusts  promise  bring  revolutionary  change  lives  unemployed,pos
please  register  votes  dont,pos
bi  welcome  schedule  announced  election  commission  optimistic  people,pos
valuable  gift  given  youth  ap  garu  tenure,pos
cbn  never  win  fair  election  anna,neg
fought  election  name  job  per  family  capital  farmers  welfare  polavaram  women,neg
"b ""dear  andhrites\nplease  ensure  long  weekend  polling  dates  spent  ap  go  &amp  vote\n\nits",pos
cbn  never  win  fair  election  anna,neg
bvote  development  vote  strong  &amp  stable  govt,pos
bwe  thankful  given  first  vote  andhra  pradesh,pos
bafter  years  deafening  publicity  propaganda  lies  time  rajanna,neg
regional  hardly  playing  role  national  level  &amp  voted  national  level  politics,pos
bmost  valuable  gift  given  youth  ap  garu  tenure,pos
bin  fought  election  name  job  per  family  capital  farmers  welfare  polavaram  women,neg
sure  boss  credibility  win,pos
bthis  help  andhra  people  made  choice,pos
coming  days  determine  aps  course  next  years  vote  wisely  andhra,pos
abhivruddi  proper  infrastructure  attract  sw  companies  industries\namaravathi  lo  grand  ga,pos
"b ""the  coming  days  determine  aps  course  next  years  vote  wisely  andhra",pos
bno  lies\nno  fake  propaganda\nno  photoshopped  images\nno  data  breach\nno  corruption\nno,neg
ali  cheppindhi  precisely  jagan  listened  words  gave  commitment,pos
like  said  checked  vote  since,pos
please  register  votes  dont,pos
much  call  management  consists  making  difficult  people,neg
hard  work  \ncredibility  \ncharacter  \ncommitment  \nwaiting  anna  era,neg
bchandra  babu  naidu  failed  use  funds  appropriate  way  able  develop  state,neg
bso  much  call  management  consists  making  difficult  people,neg
bafter  disastrous  years  govt  lies  fools  ap  &amp  people  drop  hat  without  even  batting,neg
babhivruddi  proper  infrastructure  attract  sw  companies  industries\namaravathi  lo  grand  ga,pos
bwish  best,pos
bwhat  number  one  reason  defeat  tdp,neg
bcos  frank  successfully  recognized  social  segments,pos
bno  lies\nno  fake  propaganda  \nno  false  assurances\nno  tdp,neg
bin  propaganda  around  capital  jobs  everyone  polavaram  &amp  much  falsehood,neg
people  looting  us  name  good  governance\nbe  aware  vote,pos
"b ""these  people  looting  us  name  good  governance\nbe  aware  vote",pos
good,pos
best  bro,pos
bwho  win,pos
black  money  bandham  ok  everyone  knows  expected  worst  manshulevvaru,neg
lets  secure  futuresay,pos
bonly  one  goal  fan  get  power,pos
ap  elections  \n\na  clear  choice  between\n\npeoples  leader  vs  peoples  cheater\n\ndevelopment  vs,pos
welcome  ali  garu  ),pos
best,pos
bthis  highlight,pos
kick  bloody  called  national  hindi  south  india  vote,neg
btelugu  people  regional  good  going  telugu,pos
lets  secure  futuresay,pos
true  share  guys,pos
"\nlet\s  give  one  chance   ""all  leader\s  equal  leaders  equal  other\s  )",pos
ni  highlight  cheyyandi,pos
bregional  hardly  playing  role  national  level  &amp  voted  national  level,pos
make  lifes  bright,pos
ni  highlight  cheyyandi,pos
really  tough  choose  vote  among  \n\nwhy,neg
countdown  begin  \nlets  work  hard  achieve  goal  bring  rajannarajyam  together,neg
bneed  cm  sir  work  win  ways,pos
vote  fan,pos
bvote  fan,pos
bossendhuku  ivvi  anisir  hard  workerwhat  tried  done,neg
bget  ready  vote  ycp,pos
"b ""countdown  begin  \nlets  work  hard  achieve  goal  bring  rajannarajyam  together",neg
bap  elections  th  april  best,pos
definitely  big  blow  dont  know  farmers  think  nowbut,pos
"b ""countdown  begin  \nlets  work  hard  achieve  goal  bring  rajannarajyam  together",neg
work  hope  love,pos
\nhe  true  leader,pos
evng  ki  schedule  releasebe  ready,pos
bevng  ki  schedule  releasebe  ready,pos
ban  alcohol\n\nthe  ysrcp  promises  put  place  ban  sale  alcohol  across  state  three,neg
surely  assure  next  cm  andhra,pos
work  hope  love,pos
ban  alcohol\n\nthe  ysrcp  promises  put  place  ban  sale  alcohol  across  state  three,neg
women  fulfill  dream  higher  education  fees  reimbursement  scheme  new  liquor  policy  greatly,pos
bban  alcohol\n\nthe  ysrcp  promises  put  place  ban  sale  alcohol  across  state  three,neg
bban  alcohol\n\nthe  ysrcp  promises  put  place  ban  sale  alcohol  across  state  three,neg
women  fulfill  dream  higher  education  fees  reimbursement  scheme  new  liquor  policy,pos
"mr  building  ap  capital  amaravati  city  clouds  like   ""cloud  computing ""  nothing  concrete",pos
wah  sir  pure  poetry  loved,pos
bro  plzz  tell  charge  sheetsi  want  know,pos
"bmr  building  ap  capital  amaravati  city  clouds  like   ""cloud  computing ""  nothing",pos
welcome,pos
ray  hope,pos
bthe  ray  hope,pos
bthe  ray  hope,pos
leader\nour  passion\nour  motivation\nour  inspirationn\nour  commitment  not\nwe  lucky  enough,pos
idea  exalt  sir  give  benefits  villagers  also,pos
idea  exalt  sir  give  benefits  villagers  also,pos
super  iam  college  student  know  college  treat  students,pos
bour  leader\nour  passion\nour  motivation\nour  inspirationn\nour  commitment  not\nwe  lucky  enough,pos
joke  baga  vesavim,pos
nonsense  turns  compromises,neg
nonsense  turns  compromises,neg
